,mood,mood_count,circumplex.arousal,circumplex.arousal_count,circumplex.valence,circumplex.valence_count,activity,activity_count,screen,screen_count,call,call_count,sms,sms_count,appCat.builtin,appCat.builtin_count,appCat.communication,appCat.communication_count,appCat.entertainment,appCat.entertainment_count,appCat.finance,appCat.finance_count,appCat.game,appCat.game_count,appCat.office,appCat.office_count,appCat.other,appCat.other_count,appCat.social,appCat.social_count,appCat.travel,appCat.travel_count,appCat.unknown,appCat.unknown_count,appCat.utilities,appCat.utilities_count,appCat.weather,appCat.weather_count
"('AS14.08', datetime.date(2014, 4, 11))",1253.0,182,,182,,182,34.653511979956676,591,56438.62200212479,1106,9.0,9,102.0,102,8741.569999999994,378,42517.679,1022,1457.0780000000002,39,0.0,0,0.0,0,178.58499999999998,2,9381.143999999998,231,31719.39099999997,659,1690.5240000000001,20,713.4829999999998,19,468.21599999999995,37,0.0,0
"('AS14.08', datetime.date(2014, 4, 12))",1288.0,187,,187,,187,35.254170519679775,615,57205.69000220299,1129,9.0,9,102.0,102,8741.569999999994,378,44430.03599999998,1037,1457.0780000000002,39,0.0,0,0.0,0,178.58499999999998,2,9489.867999999997,241,32238.853999999974,673,1690.5240000000001,20,713.4829999999998,19,468.21599999999995,37,0.0,0
"('AS14.08', datetime.date(2014, 4, 13))",1326.0,192,,192,,192,35.370020818678626,639,59284.65000247955,1164,9.0,9,102.0,102,8749.716999999995,381,45088.438999999984,1072,1678.641,42,0.0,0,0.0,0,178.58499999999998,2,9609.302999999996,248,35113.07399999997,697,1690.5240000000001,20,713.4829999999998,19,473.25899999999996,38,0.0,0
"('AS14.08', datetime.date(2014, 4, 14))",1359.0,197,,197,,197,36.927694896019055,663,62710.72600340843,1222,9.0,9,102.0,102,8838.732999999995,407,47020.16899999998,1120,1759.914,43,0.0,0,0.0,0,223.82599999999996,3,9731.337999999998,260,36234.75199999999,727,1690.5240000000001,20,713.4829999999998,19,504.652,42,0.0,0
"('AS14.08', datetime.date(2014, 4, 15))",1391.0,202,,202,,202,37.74587671420087,687,65860.20400261879,1255,9.0,9,102.0,102,9152.578999999998,424,49087.60799999998,1148,1796.103,44,0.0,0,0.0,0,223.82599999999996,3,9785.518999999995,267,36946.46899999999,744,1690.5240000000001,20,713.4829999999998,19,504.652,42,0.0,0
"('AS14.08', datetime.date(2014, 4, 16))",1424.0,207,,207,,207,39.39221326814612,711,67584.4670021534,1288,9.0,9,102.0,102,9274.860999999997,445,49941.01699999998,1176,1818.561,46,0.0,0,0.0,0,272.12499999999994,4,9830.847999999994,274,37542.01899999999,761,1690.5240000000001,20,713.4829999999998,19,538.0419999999999,47,0.0,0
"('AS14.08', datetime.date(2014, 4, 17))",1455.0,212,,212,,212,41.724570886366976,735,70843.87400150299,1333,9.0,9,102.0,102,9386.291999999996,460,50957.899999999965,1229,1963.2779999999998,50,0.0,0,0.0,0,272.12499999999994,4,10019.746999999996,282,38218.243999999984,789,2805.391,26,713.4829999999998,19,541.0799999999999,48,0.0,0
"('AS14.08', datetime.date(2014, 4, 18))",1485.0,217,,217,,217,42.90157855384074,759,71780.48200106621,1355,9.0,9,102.0,102,9395.228999999996,464,51135.93299999997,1246,1963.2779999999998,50,0.0,0,0.0,0,272.12499999999994,4,10087.538999999997,290,38897.159,803,2805.391,26,713.4829999999998,19,541.0799999999999,48,0.0,0
"('AS14.08', datetime.date(2014, 4, 19))",1524.0,222,,222,,222,43.83764801910811,783,74135.8109998703,1383,9.0,9,102.0,102,9719.591,487,51976.138999999974,1266,2051.843,53,0.0,0,0.0,0,272.12499999999994,4,10134.471999999996,298,39989.37999999999,826,2805.391,26,735.7849999999999,20,548.103,49,0.0,0
"('AS14.08', datetime.date(2014, 4, 20))",1556.0,227,,227,,227,43.95523229419746,807,75453.39799952507,1404,9.0,9,102.0,102,12011.430000000002,495,52061.180999999975,1276,2225.3849999999998,57,0.0,0,0.0,0,272.12499999999994,4,10170.844999999996,303,45874.10999999999,850,2805.391,26,752.9409999999998,21,563.1769999999999,50,0.0,0
"('AS14.08', datetime.date(2014, 4, 21))",1588.0,232,,232,,232,44.6583113261995,831,77529.49199914932,1427,9.0,9,102.0,102,12101.552000000001,508,52661.39099999999,1289,2662.649,58,0.0,0,0.0,0,277.1569999999999,5,10202.152999999997,308,46779.753999999986,881,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 22))",1618.0,237,,237,,237,46.51590995913052,855,79348.71699881554,1458,9.0,9,102.0,102,12211.044,516,53456.70300000001,1320,2683.743,59,0.0,0,0.0,0,277.1569999999999,5,10249.150999999996,315,47623.00699999998,902,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 23))",1646.0,242,,242,,242,49.51533461310744,879,80903.24199914932,1505,9.0,9,102.0,102,12364.948,528,54501.58700000002,1374,2683.743,59,0.0,0,0.0,0,277.1569999999999,5,10300.254999999996,322,48058.93099999997,919,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 24))",1666.0,245,,245,,245,52.58747649992608,903,82868.4699985981,1542,9.0,9,102.0,102,12391.434000000001,535,55772.25400000003,1420,2766.639,62,0.0,0,0.0,0,277.1569999999999,5,10847.628999999994,333,48613.50299999998,931,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 25))",1704.0,251,,251,,251,53.26718080100135,927,84873.32699918747,1563,9.0,9,102.0,102,12483.731,547,66123.672,1448,2766.639,62,0.0,0,0.0,0,440.5009999999999,6,10899.333999999995,339,49426.374999999985,951,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 26))",1728.0,255,,255,,255,54.39947246766802,951,85575.97099971771,1582,9.0,9,102.0,102,12760.190999999999,562,66280.24399999999,1456,2766.639,62,0.0,0,0.0,0,440.5009999999999,6,10928.492999999995,344,49663.99899999999,958,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 27))",1764.0,261,,261,,261,54.52978855962204,975,87804.35899972916,1594,9.0,9,105.0,105,12860.413999999999,569,66984.96699999999,1470,3602.379,63,0.0,0,0.0,0,440.5009999999999,6,10962.670999999995,348,50364.68999999997,970,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 28))",1793.0,266,,266,,266,55.063846530636525,999,88669.117000103,1612,9.0,9,105.0,105,12988.368999999997,575,67107.70999999999,1484,3711.5409999999997,64,0.0,0,0.0,0,440.5009999999999,6,11008.101999999995,354,50826.46599999997,980,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 29))",1816.0,270,,270,,270,55.807754093661735,1023,90694.55500006676,1643,9.0,9,105.0,105,13009.883999999996,582,68264.86899999999,1528,3822.9489999999996,67,0.0,0,0.0,0,440.5009999999999,6,11047.476999999995,358,51520.67199999998,992,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 4, 30))",1856.0,276,,276,,276,56.643555051976094,1047,94693.55599880219,1668,9.0,9,105.0,105,13048.664999999995,591,71457.276,1559,4025.5029999999997,71,0.0,0,0.0,0,440.5009999999999,6,11085.790999999996,363,52043.77099999998,1010,2805.391,26,752.9409999999998,21,569.2029999999999,51,0.0,0
"('AS14.08', datetime.date(2014, 5, 1))",1891.0,281,,281,,281,57.53909341724724,1071,100152.35199928284,1695,9.0,9,105.0,105,13145.372999999996,597,81390.49900000003,1586,7777.250999999999,77,0.0,0,0.0,0,440.5009999999999,6,11142.836999999996,369,52486.66799999999,1020,2805.391,26,752.9409999999998,21,771.7549999999999,53,0.0,0
"('AS14.08', datetime.date(2014, 5, 2))",1927.0,286,,286,,286,61.90080560212119,1095,100855.52399969101,1710,9.0,9,105.0,105,13175.194999999994,603,81548.46,1606,7806.668999999999,78,0.0,0,0.0,0,440.5009999999999,6,11188.576999999997,374,52923.162,1031,2805.391,26,752.9409999999998,21,774.9269999999999,54,0.0,0
"('AS14.08', datetime.date(2014, 5, 3))",1964.0,291,,291,,291,67.2243351188754,1119,101738.78199958801,1730,9.0,9,105.0,105,13262.156999999992,615,82870.93000000001,1634,7806.668999999999,78,0.0,0,0.0,0,440.5009999999999,6,11225.203999999998,380,53360.32699999999,1043,2805.391,26,759.0119999999998,22,819.1409999999998,58,0.0,0
"('AS14.08', datetime.date(2014, 5, 4))",1998.0,296,,296,,296,68.2629978253373,1143,103707.46300005913,1764,10.0,10,105.0,105,13424.188999999991,633,83650.93799999995,1684,7806.668999999999,78,0.0,0,0.0,0,440.5009999999999,6,11259.537999999999,384,54041.73799999999,1054,2805.391,26,1070.7689999999998,25,819.1409999999998,58,0.0,0
"('AS14.08', datetime.date(2014, 5, 5))",2018.0,299,,299,,299,68.30466449200397,1159,103971.27799987793,1770,10.0,10,105.0,105,13424.188999999991,633,83687.52199999995,1689,7806.668999999999,78,0.0,0,0.0,0,440.5009999999999,6,11281.752999999997,388,54246.219999999994,1058,2805.391,26,1070.7689999999998,25,819.1409999999998,58,0.0,0
"('AS14.08', datetime.date(2014, 2, 25))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1,6.0,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.08', datetime.date(2014, 2, 17))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.08', datetime.date(2014, 2, 18))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.08', datetime.date(2014, 2, 28))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1,10.0,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.08', datetime.date(2014, 3, 3))",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,1,17.0,17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
"('AS14.09', datetime.date(2014, 3, 21))",7.0,1,0.0,1,1.0,1,0.0,0,3007.8339989185324,41,67.0,67,25.0,25,29.307000000000002,4,1221.0810000000004,31,1447.4559999999994,82,0.0,0,0.0,0,2.113,1,216.908,6,0.0,0,0.0,0,0.0,0,2.0199999999999996,2,0.0,0
"('AS14.09', datetime.date(2014, 3, 22))",28.0,4,0.0,4,3.0,4,1.508333333333333,24,7708.02299952507,128,67.0,67,25.0,25,178.367,11,3908.136,96,6048.162999999995,241,0.0,0,0.0,0,15.422,4,363.939,14,122.56800000000001,2,193.317,3,0.0,0,3.0229999999999997,3,3.02,1
"('AS14.09', datetime.date(2014, 3, 23))",55.0,8,3.0,8,4.0,8,2.3083333333333313,48,14874.354999303818,204,67.0,67,26.0,26,477.6209999999999,30,7095.909,176,41991.866,421,0.0,0,0.0,0,15.422,4,432.338,20,140.901,3,386.90500000000003,8,0.0,0,6.076999999999999,6,3.02,1
"('AS14.09', datetime.date(2014, 3, 24))",84.0,12,5.0,12,6.0,12,4.208333333333331,72,20804.33899998665,311,67.0,67,26.0,26,537.879,37,10247.709999999994,262,43059.600999999966,597,54.492000000000004,5,0.0,0,19.512999999999998,6,515.971,26,1044.056,21,637.4540000000001,20,324.702,11,26.744,9,3.02,1
"('AS14.09', datetime.date(2014, 3, 25))",115.0,17,7.0,17,5.0,17,4.8249999999999975,96,28016.532001256943,412,68.0,68,26.0,26,865.501,51,12664.944999999992,362,47044.93999999988,804,160.612,10,0.0,0,29.769,8,588.351,32,1167.0550000000003,27,669.9280000000001,21,324.702,11,29.759999999999998,12,20.453,2
"('AS14.09', datetime.date(2014, 3, 26))",146.0,21,9.0,21,8.0,21,6.896573828470379,120,36568.55900144578,489,71.0,71,28.0,28,1490.938,69,14170.125999999993,420,49801.940999999846,947,221.96099999999998,11,0.0,0,30.773,9,635.264,36,1485.902,38,669.9280000000001,21,324.702,11,105.759,16,20.453,2
"('AS14.09', datetime.date(2014, 3, 27))",185.0,26,7.0,26,12.0,26,7.546573828470379,144,40737.98100042344,553,72.0,72,28.0,28,1701.52,76,14960.777999999998,446,52241.940999999846,1064,221.96099999999998,11,0.0,0,30.773,9,731.886,42,1987.519,44,670.9380000000001,22,437.18,16,105.759,16,34.849000000000004,3
"('AS14.09', datetime.date(2014, 3, 28))",218.0,30,6.0,30,16.0,30,9.461256368152917,168,51205.46500229838,632,76.0,76,28.0,28,2211.491,96,17602.739999999998,518,57873.79899999982,1234,278.032,13,0.0,0,36.869,12,977.784,49,2281.2380000000003,52,1654.7070000000003,40,454.372,19,176.731,20,34.849000000000004,3
"('AS14.09', datetime.date(2014, 3, 29))",258.0,35,4.0,35,21.0,35,11.436256368152918,192,58722.442001342795,724,81.0,81,28.0,28,2666.403,116,21080.963000000003,617,61040.57999999975,1430,278.032,13,0.0,0,36.869,12,1041.673,54,2470.0850000000005,55,1812.4090000000003,44,454.372,19,179.97299999999998,22,34.849000000000004,3
"('AS14.09', datetime.date(2014, 3, 30))",289.0,39,0.0,39,25.0,39,14.011256368152917,215,67391.73300027849,836,83.0,83,29.0,29,4050.4159999999997,129,24574.484000000015,696,64218.137999999686,1648,299.633,14,0.0,0,36.869,12,1083.4880000000003,58,2961.9780000000005,66,1812.4090000000003,44,454.372,19,184.03399999999996,25,85.519,6
"('AS14.09', datetime.date(2014, 3, 31))",324.0,44,-1.0,44,26.0,44,16.011256368152917,239,74200.63799977304,942,86.0,86,29.0,29,4673.791,146,27938.092000000004,785,66295.13999999968,1813,396.915,17,0.0,0,40.969,13,1132.9970000000003,64,2972.1230000000005,67,2388.7920000000004,71,454.372,19,188.07699999999994,28,85.519,6
"('AS14.09', datetime.date(2014, 4, 1))",362.0,49,-1.0,49,29.0,49,17.92792303481959,263,87136.7240009308,1048,91.0,91,29.0,29,6962.930000000001,174,33197.617000000006,906,70511.70099999964,2049,520.547,18,0.0,0,40.969,13,1197.0940000000003,69,3079.2210000000005,70,2525.972,73,1183.876,21,193.14799999999994,33,85.519,6
"('AS14.09', datetime.date(2014, 4, 2))",393.0,54,0.0,54,29.0,54,18.921200345743955,287,90752.90900087358,1105,93.0,93,29.0,29,8265.339,191,33895.71000000002,938,71920.67299999968,2153,520.547,18,0.0,0,40.969,13,1275.5200000000002,75,3113.0510000000004,71,2525.972,73,1183.876,21,252.40999999999994,39,118.38300000000001,7
"('AS14.09', datetime.date(2014, 4, 3))",431.0,59,0.0,59,32.0,59,23.26286701241062,311,96872.78100037576,1240,96.0,96,29.0,29,8853.563,215,35902.32900000003,1013,73450.20699999973,2360,617.837,22,0.0,0,45.009,15,1366.2610000000004,81,3322.6760000000004,74,4034.743000000001,108,1264.123,23,252.40999999999994,39,118.38300000000001,7
"('AS14.09', datetime.date(2014, 4, 4))",460.0,63,-3.0,63,35.0,63,25.087867012410616,335,103785.42700004579,1323,99.0,99,30.0,30,9129.715000000004,235,39004.863000000005,1088,76252.92099999977,2548,665.609,25,175.019,1,45.009,15,1427.2620000000006,87,3488.9950000000003,75,4309.745000000001,119,1264.123,23,255.49699999999996,42,118.38300000000001,7
"('AS14.09', datetime.date(2014, 4, 5))",490.0,67,-3.0,67,38.0,67,27.86286701241062,359,109250.52000093462,1435,99.0,99,30.0,30,9182.766000000005,242,42026.94200000001,1177,78370.24399999982,2755,665.609,25,256.011,2,46.021,16,1503.9590000000005,92,3598.195,77,4309.745000000001,119,1264.123,23,256.50399999999996,43,118.38300000000001,7
"('AS14.09', datetime.date(2014, 4, 6))",524.0,72,-5.0,72,42.0,72,31.196200345743954,383,116411.16800332071,1538,99.0,99,30.0,30,9452.458000000006,262,44915.51400000001,1260,81948.84299999975,2958,717.3190000000001,26,256.011,2,50.046,17,1556.7080000000003,99,3858.6230000000005,81,4309.745000000001,119,1268.221,24,278.82599999999996,47,142.607,8
"('AS14.09', datetime.date(2014, 4, 7))",555.0,77,,77,,77,33.07120034574395,407,121764.84700512888,1624,99.0,99,30.0,30,9627.071000000007,272,47550.93400000001,1315,83606.38999999971,3113,793.6570000000002,28,256.011,2,53.089,18,1620.4300000000003,106,4159.782000000001,86,4657.907,134,1268.221,24,278.82599999999996,47,232.959,14
"('AS14.09', datetime.date(2014, 4, 8))",591.0,82,,82,,82,35.146200345743935,431,125820.57400536539,1726,99.0,99,31.0,31,9846.339000000009,285,49273.911,1372,100921.37099999977,3286,953.8480000000002,32,256.011,2,54.120999999999995,19,1686.4240000000004,111,4194.153000000001,88,5047.849000000001,146,1268.221,24,278.82599999999996,47,232.959,14
"('AS14.09', datetime.date(2014, 4, 9))",617.0,86,,86,,86,35.862867012410604,452,130123.67500567438,1794,102.0,102,31.0,31,10301.34500000001,295,50989.046000000024,1422,102962.77499999982,3408,977.2200000000001,33,256.011,2,54.120999999999995,19,1715.7580000000005,114,4222.535000000001,90,5073.863000000001,147,1268.221,24,278.82599999999996,47,232.959,14
"('AS14.09', datetime.date(2014, 4, 10))",641.0,90,,90,,90,36.2878670124106,466,132282.2620072365,1825,103.0,103,31.0,31,10417.734000000011,304,51815.91300000003,1448,103884.3289999998,3482,977.2200000000001,33,256.011,2,54.120999999999995,19,1735.1450000000007,116,4418.8060000000005,95,5073.863000000001,147,1345.879,25,280.84499999999997,49,232.959,14
"('AS14.09', datetime.date(2014, 4, 11))",675.0,95,,95,,95,37.0878670124106,473,137844.33900642398,1865,103.0,103,31.0,31,10419.742000000011,305,52581.21400000003,1483,104575.29199999978,3556,1000.9690000000002,34,256.011,2,54.120999999999995,19,1754.4410000000007,118,4418.8060000000005,95,5672.771000000001,155,1499.186,31,280.84499999999997,49,232.959,14
"('AS14.09', datetime.date(2014, 4, 12))",710.0,100,,100,,100,37.71286701241059,482,140685.90200662616,1903,105.0,105,31.0,31,10419.742000000011,305,54245.93100000002,1526,105721.64099999974,3628,1000.9690000000002,34,256.011,2,54.120999999999995,19,1807.193000000001,123,4418.8060000000005,95,5672.771000000001,155,1499.186,31,339.9429999999999,52,232.959,14
"('AS14.09', datetime.date(2014, 4, 13))",740.0,105,,105,,105,38.74620034574393,488,141902.74800634387,1930,105.0,105,32.0,32,10431.929000000011,307,54749.38800000001,1542,105995.52299999972,3684,1000.9690000000002,34,256.011,2,54.120999999999995,19,1822.4010000000007,126,4418.8060000000005,95,6083.812000000002,163,1499.186,31,340.9509999999999,53,232.959,14
"('AS14.09', datetime.date(2014, 4, 14))",769.0,110,,110,,110,39.162867012410594,493,142725.93700647357,1961,106.0,106,33.0,33,10507.412000000011,310,54936.07400000001,1554,106478.19299999972,3723,1000.9690000000002,34,256.011,2,59.15,21,1847.8800000000008,128,4418.8060000000005,95,6161.532000000002,165,1499.186,31,340.9509999999999,53,232.959,14
"('AS14.09', datetime.date(2014, 4, 15))",799.0,115,,115,,115,39.87120034574392,501,144525.83400607112,2000,107.0,107,33.0,33,10628.07700000001,313,55531.70599999999,1583,107516.95299999972,3788,1149.7450000000001,35,256.011,2,59.15,21,1859.1570000000006,130,4418.8060000000005,95,6161.532000000002,165,1499.186,31,340.9509999999999,53,232.959,14
"('AS14.09', datetime.date(2014, 4, 16))",821.0,119,,119,,119,39.98029125483483,508,145114.6160063744,2011,107.0,107,34.0,34,10638.19800000001,315,55794.545,1591,107940.48199999968,3812,1149.7450000000001,35,256.011,2,59.15,21,1888.7690000000007,131,4418.8060000000005,95,6161.532000000002,165,1499.186,31,340.9509999999999,53,232.959,14
"('AS14.09', datetime.date(2014, 4, 17))",849.0,123,,123,,123,42.07896549725907,527,147326.06400680545,2065,108.0,108,35.0,35,10669.794000000009,319,57062.581999999995,1628,108592.47999999968,3908,1186.257,36,256.011,2,59.15,21,1921.0280000000007,135,4418.8060000000005,95,6204.556000000003,172,1650.827,36,346.0579999999999,56,232.959,14
"('AS14.09', datetime.date(2014, 4, 18))",882.0,128,,128,,128,43.34108670938028,538,149690.22600698474,2111,110.0,110,36.0,36,10799.88500000001,324,57579.077,1656,110081.17199999969,3999,1266.476,40,256.011,2,131.502,23,1933.0810000000008,136,4456.923000000001,97,6226.683000000004,173,1650.827,36,349.06899999999985,58,232.959,14
"('AS14.09', datetime.date(2014, 4, 19))",914.0,132,,132,,132,44.92517761847118,552,151586.70300602916,2143,110.0,110,36.0,36,10813.042000000009,329,58340.57100000002,1673,110665.41899999966,4061,1266.476,40,256.011,2,135.53,24,1953.8840000000007,138,4493.399,99,6702.069000000003,176,1650.827,36,349.06899999999985,58,232.959,14
"('AS14.09', datetime.date(2014, 4, 20))",939.0,136,,136,,136,45.5899503457439,568,152007.78400635722,2162,110.0,110,36.0,36,10815.05400000001,330,58588.781000000025,1679,110874.38899999966,4086,1266.476,40,256.011,2,135.53,24,1953.8840000000007,138,4761.291,100,6763.397000000003,179,1650.827,36,349.06899999999985,58,232.959,14
"('AS14.09', datetime.date(2014, 4, 21))",965.0,140,,140,,140,45.86551852756208,586,152855.91800618175,2177,112.0,112,36.0,36,10881.780000000008,332,58655.56000000003,1684,111429.2709999997,4111,1299.362,41,256.011,2,135.53,24,1970.2230000000006,140,4761.291,100,6763.397000000003,179,1758.858,37,351.27399999999983,60,232.959,14
"('AS14.09', datetime.date(2014, 4, 22))",998.0,145,,145,,145,46.638245800289354,598,155468.31600570682,2196,127.0,127,36.0,36,11696.129000000008,350,59491.48200000004,1703,112856.20599999973,4155,1299.362,41,256.011,2,135.53,24,1970.2230000000006,140,4787.759,101,6763.397000000003,179,1758.858,37,351.27399999999983,60,232.959,14
"('AS14.09', datetime.date(2014, 4, 23))",1017.0,148,,148,,148,47.10888973968329,610,158393.61000537875,2221,129.0,129,38.0,38,12506.86100000001,359,60256.60200000004,1720,114056.61799999971,4202,1370.689,42,256.011,2,135.53,24,1993.9880000000007,141,4815.894,102,6763.397000000003,179,1789.118,38,351.27399999999983,60,232.959,14
"('AS14.09', datetime.date(2014, 4, 24))",1053.0,153,,153,,153,47.73938216392572,625,159157.44700503352,2244,134.0,134,38.0,38,12530.253000000012,362,60559.58100000004,1732,114479.1629999997,4244,1370.689,42,256.011,2,135.53,24,2001.0730000000008,142,4815.894,102,6767.421000000003,180,1789.118,38,351.27399999999983,60,237.991,15
"('AS14.09', datetime.date(2014, 4, 25))",1082.0,157,,157,,157,49.59241246695602,641,160421.20200586322,2281,134.0,134,38.0,38,12534.27600000001,363,61203.849000000046,1760,115455.81099999973,4314,1418.578,43,256.011,2,135.53,24,2026.5860000000007,145,4815.894,102,6767.421000000003,180,1860.378,42,351.27399999999983,60,252.05700000000002,16
"('AS14.09', datetime.date(2014, 4, 26))",1106.0,160,,160,,160,51.5772609518045,659,162218.54700589183,2311,134.0,134,38.0,38,12609.00800000001,368,62255.571000000054,1783,115860.33099999977,4380,1621.8329999999999,46,256.011,2,135.53,24,2065.3610000000003,148,4824.12,103,6767.421000000003,180,1860.378,42,351.27399999999983,60,277.519,17
"('AS14.09', datetime.date(2014, 4, 27))",1131.0,164,,164,,164,51.5772609518045,659,162218.54700589183,2311,134.0,134,38.0,38,12609.00800000001,368,62255.571000000054,1783,115860.33099999977,4380,1621.8329999999999,46,256.011,2,135.53,24,2065.3610000000003,148,4824.12,103,6767.421000000003,180,1860.378,42,351.27399999999983,60,277.519,17
"('AS14.09', datetime.date(2014, 4, 28))",1164.0,169,,169,,169,51.5772609518045,659,162218.54700589183,2311,134.0,134,38.0,38,12609.00800000001,368,62255.571000000054,1783,115860.33099999977,4380,1621.8329999999999,46,256.011,2,135.53,24,2065.3610000000003,148,4824.12,103,6767.421000000003,180,1860.378,42,351.27399999999983,60,277.519,17
